Worker,Time (seconds),Where do you live? (City and State/Country),Are you Male or Female?,What's your Age?,If I could live forever I would/would not?,Which closes fits what you think will happen when you die?,I think the following is most important for good health (choose one),How much do you think about your weight?,What do you do to help cope with stress most?,"If you spend the day being lazy, do you feel good or bad?","In general, do you feel life has been fair to you?",How many languages do you speak fluently?,Did you grow up with a pet?,My current relationship status:,Select where you usually get your information about the world from,Select how obedient or independent you think children should be,"If I could enhance my unborn child's DNA in only ONE way, I would improve their: (choose one)",How strict or lenient were your parents when you were growing up?,The following would make my life better (choose one),How much time do you spend alone each day?,How optimistic or pessimistic are you?,How many generations currently live in your household?,Who are you more similar to?,I would or would not say that one of the main goals in my life has been to make my parents proud,Where are you in the birth order of your siblings,My pet thinks of me as its _______________ (choose one),Rank how trustworthy you think people are,"In general, I do/do not feel that life has been fair to me",I think successful people more/less honest than the average person,Select where you feel safest,Do you know the names of your closest neighbors?,How safe or scary is your neighborhood?,"If there were a fire at my home, I would take the following item first",Would you kill another person if your life depended on it?,Who would you vote for president of the US?,I usually average X hours sleep each night,I usually wake up in the following way:,Pick how often you have lucid dreams,Pick how often you remember your dreams during the day,Pick what you mostly dream about,"If there were a pill that eliminated the need for sleep, I would/would not not take it",Have you slept-walked before?,Do you nap regularly?,Have you experienced love at first sight,Would you marry someone with whom you could never have children?,Do you think it is acceptable for a married person to have an affair?,Do you think love is necessary for marriage?,Do you kick your pet out of the room before having sex?,"If I could change ONE thing about my partner, it would be the following (pick one)",I was X years old when I got married
A274DHBW7BNCJ6,431,salem/tamilnadu/india,Female,26-30,Would,Nothing. Game over.,Proper diet,Constantly,Work,Good,I do,2,Yes,Married,Computer,Very Obedient,Intelligence,Somewhat Lenient,More Money,Most of my time,Exactly in the middle,3,Both about equally,Would,Middle,Mother or father,Somewhat trustworthy,Do,More,I don't feel completely safe anywhere,Yes,Somewhat scary,Money,No,Barack Obama,6-8 hours,Naturally,Often,Often,Being unprepared for something,Would,No,No,Yes,No,No,Yes,No,Sexual ability,21-30
A2HYN509OGM53T,1002,New Delhi,Male,36-40,Would not,Nothing. Game over.,Environment,Constantly,Alcohol/Drugs,Bad,I do not,3,Yes,Married,Computer,A little of both,Immunity,Somewhat Strict,More Money,Not much of my time,Somewhat optimistic,3,Mom,Would not,Youngest,Peer,Very untrustworthy,Do not,Less,I don't feel completely safe anywhere,No,Neither safe nor scary,Other,No,Mitt Romney,6-8 hours,Naturally,Seldom,Seldom,Flying,Would not,No,No,No,No,Yes,Yes,Yes,Sexual ability,21-30
A19ZOKX8M6VWOO,458,Sathupally and AndhraPradesh,Male,21-25,Would,I will go to heaven or hell,Religion,Constantly,Prayer,Bad,I do,3,No,Single,Newspapers/Magazines,Very Obedient,Immunity,Very Strict,More Free time,Some of my time,Exactly in the middle,2,Both about equally,Would,Oldest,I don't have a pet,Very untrustworthy,Do,More,Home,Yes,Very scary,Jewelry,No,Barack Obama,4-6 hours,Naturally,Seldom,Seldom,Flying,Would,Yes,No,Yes,No,No,Yes,I don't have a pet,Looks,I'm not married
A1BGGUBZI1P9P2,444,Delhi,Female,26-30,Would not,My spirit will return to some universal entity,Proper diet,Once in a while,Family/friends,Bad,I do,3,Yes,Married,Newspapers/Magazines,Somewhat Independent,Nothing,Somewhat Lenient,Better health,None of my time,Somewhat optimistic,2,Mom,Would,Oldest,Can-opener,Somewhat untrustworthy,Do,The same,Home,Yes,Very safe,Photo album,No,Barack Obama,6-8 hours,By my Child/Children,Often,Seldom,Being unprepared for something,Would not,No,No,Yes,Yes,No,Yes,Yes,Nothing,21-30
A2WMX6GLWV0KC,478,Chennai,Male,21-25,Would not,I will go to heaven or hell,Religion,Sometimes,Prayer,Bad,I do,2,No,Single,TV,Very Obedient,Immunity,Somewhat Strict,Better job,Most of my time,Exactly in the middle,2,Mom,Would,Middle,I don't have a pet,Very untrustworthy,Do,More,Church/Temple/Mosque,Yes,Somewhat scary,Other,No,Barack Obama,6-8 hours,With an Alarm clock,Seldom,Seldom,Flying,Would,Yes,No,No,No,Yes,Yes,I don't have a pet,Nothing,I'm not married
A2P6VQLXFQVXBX,622,Chennai,Male,31-35,Would,Nothing. Game over.,Exercise,Sometimes,Family/friends,Bad,I do,2,No,Married,Computer,Somewhat Independent,Intelligence,Somewhat Strict,More Money,Not much of my time,Somewhat pessimistic,4,Mom,Would,Oldest,Mother or father,Somewhat untrustworthy,Do,The same,Home,Yes,Very scary,Other,Yes,Barack Obama,4-6 hours,Naturally,Often,Seldom,Other,Would,No,No,No,No,No,Yes,I don't have a pet,Intelligence,21-30
A1GWOB4UP1UMPU,364,Chennai,Female,26-30,Would,Nothing. Game over.,Exercise,Constantly,Music/Art,Bad,I do not,4,No,Married,Newspapers/Magazines,Very Obedient,Lifespan,Somewhat Strict,Better job,Some of my time,Exactly in the middle,1,Mom,Would,Youngest,Mother or father,Somewhat trustworthy,Do,Less,Home,Yes,Somewhat safe,Money,No,Barack Obama,4-6 hours,With an Alarm clock,Never,Never,Other,Would not,No,No,No,No,No,Yes,I don't have a pet,Nothing,21-30
A10QF07P1TWCTB,563,"Tiruchirapalli, Tamil Nadu / India",Male,41-45,Would,I will go to heaven or hell,Environment,Constantly,Music/Art,Bad,I do,3,No,Married,Newspapers/Magazines,A little of both,Appearance,Very Strict,Better job,Some of my time,Somewhat optimistic,2,Mom,Would,Middle,I don't have a pet,Somewhat untrustworthy,Do,More,Home,Yes,Very scary,Photo album,No,Barack Obama,4-6 hours,With an Alarm clock,Often,Often,Being naked in public,Would not,No,Yes,Yes,No,No,Yes,I don't have a pet,Nothing,Under 20
AQAOAK1S8YU01,554,Madurai,Female,36-40,Would,I will go to heaven or hell,Exercise,Sometimes,Family/friends,Bad,I do not,2,Yes,Married,Computer,Somewhat Obedient,Immunity,Somewhat Strict,Better health,Not much of my time,Exactly in the middle,1,Dad,Would,Middle,Mother or father,Somewhat untrustworthy,Do not,More,Home,Yes,Neither safe nor scary,Other,No,Barack Obama,6-8 hours,With an Alarm clock,Seldom,Often,Being unprepared for something,Would not,No,No,No,No,No,Yes,Yes,Personality,21-30
A10N3GVKAYACB,293,Chennai,Male,21-25,Would,I will be reincarnated,Religion,Sometimes,Prayer,Good,I do not,5+,Yes,Single,TV,A little of both,Immunity,Somewhat Strict,Better job,Most of my time,Very pessimisitc,1,Mom,Would,Middle,Playmate,Somewhat untrustworthy,Do not,Less,Home,Yes,Somewhat scary,Photo album,Yes,Barack Obama,4-6 hours,By my Child/Children,Seldom,Often,Being naked in public,Would not,Yes,Yes,No,Yes,No,Yes,I don't have a pet,Sexual ability,21-30
AQYYWJ8T370II,270,TVM/KERALA/INDIA,Male,51+,Would,I will go to heaven or hell,Exercise,Constantly,Prayer,Bad,I do,3,Yes,Married,Computer,Very Obedient,Intelligence,Exactly in the middle,Better health,Not much of my time,Somewhat pessimistic,3,Both about equally,Would,Middle,Mother or father,Somewhat trustworthy,Do,More,Home,Yes,Somewhat scary,Other,No,Barack Obama,4-6 hours,Naturally,Seldom,Often,Flying,Would,Yes,Yes,No,No,No,Yes,No,Personality,21-30
A34JCI718V9P22,745,Kottayam,Female,31-35,Would not,I will go to heaven or hell,Proper diet,Sometimes,Prayer,Bad,I do,2,Yes,Married,Newspapers/Magazines,A little of both,Intelligence,Exactly in the middle,More Money,Some of my time,Somewhat optimistic,2,Mom,Would,Middle,I don't have a pet,Very trustworthy,Do,Less,Home,Yes,Somewhat safe,Jewelry,No,Barack Obama,4-6 hours,With an Alarm clock,Seldom,Often,Falling,Would not,No,No,Yes,No,No,Yes,I don't have a pet,Personality,21-30
A2ZRKWD4ANONVL,499,Hyderabad,Female,21-25,Would,Nothing. Game over.,Proper diet,Once in a while,Music/Art,Bad,I do not,3,No,Single,Newspapers/Magazines,Somewhat Obedient,Intelligence,Exactly in the middle,Better health,Some of my time,Somewhat pessimistic,5+,Dad,Would,Middle,I don't have a pet,Neither trustworthy or untrustworthy,Do not,More,Home,Yes,Neither safe nor scary,Money,No,Barack Obama,4-6 hours,Naturally,Often,Often,Other,Would not,No,No,Yes,No,No,No,I don't have a pet,Intelligence,I'm not married
A2M940B6G3WN27,992,Chennai,Male,51+,Would,I will go to heaven or hell,Exercise,Once in a while,Music/Art,Bad,I do,3,No,Divorced/Separated,Computer,Somewhat Independent,Intelligence,Very Strict,Better Romance,Not much of my time,Somewhat optimistic,2,Both about equally,Would,Middle,Playmate,Somewhat untrustworthy,Do,Less,Home,Yes,Somewhat safe,Other,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Other,Would not,No,Yes,Yes,Yes,No,Yes,I don't have a pet,Intelligence,21-30
AVWRO1TW7CR4Q,1312,"Navi Mumbai, maharashtra, India",Male,21-25,Would,Nothing. Game over.,Exercise,Sometimes,Music/Art,Bad,I do,2,Yes,Single,Computer,Very Obedient,Intelligence,Exactly in the middle,Better job,Not much of my time,Exactly in the middle,5+,Mom,Would,I don't have siblings,Mother or father,Somewhat trustworthy,Do not,More,Home,Yes,Somewhat safe,Other,No,Barack Obama,4-6 hours,By a Family member,Seldom,Often,Other,Would,Yes,No,No,No,Yes,Yes,No,Personality,I'm not married
A1QBFUFGF0YHI3,146,Tiruchirapalli,Female,21-25,Would,I will go to heaven or hell,Proper diet,Constantly,Work,Good,I do,1,No,Married,Computer,Very Obedient,Lifespan,Very Strict,More Money,All my time,Somewhat pessimistic,2,Dad,Would,Youngest,Owner/master,Very untrustworthy,Do,More,School,Yes,Neither safe nor scary,Photo album,Yes,Barack Obama,4-6 hours,With an Alarm clock,Often,Often,Flying,Would,Yes,Yes,Yes,No,No,Yes,No,Looks,21-30
A13OBH3325EDZD,655,"Madurai, Tamil nadu",Male,26-30,Would,I will go to heaven or hell,Exercise,Once in a while,Music/Art,Good,I do,4,Yes,Single,Newspapers/Magazines,Very Obedient,Immunity,Very Strict,Better job,All my time,Exactly in the middle,2,Mom,Would,Youngest,Mother or father,Very untrustworthy,Do,Less,Home,Yes,Very scary,Other,Yes,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Flying,Would,Yes,Yes,Yes,No,No,No,No,Nothing,21-30
A21MINPWP94FYJ,609,Thanjavur,Male,21-25,Would,I will go to heaven or hell,Exercise,Sometimes,Family/friends,Bad,I do,4,No,Single,Newspapers/Magazines,A little of both,Immunity,Very Strict,More Money,Not much of my time,Very optimistic,3,Dad,Would,I don't have siblings,I don't have a pet,Somewhat trustworthy,Do,Less,Home,Yes,Very safe,Other,Yes,Mitt Romney,4-6 hours,With an Alarm clock,Never,Never,Other,Would not,Yes,Yes,Yes,Yes,No,Yes,I don't have a pet,Personality,I'm not married
A3OGLJITOG8JQM,861,Pune,Male,26-30,Would,Nothing. Game over.,Environment,Sometimes,Family/friends,Bad,I do not,3,Yes,Single,Computer,Somewhat Independent,Intelligence,Somewhat Lenient,More Money,Not much of my time,Somewhat optimistic,2,Both about equally,Would,Oldest,Playmate,Somewhat trustworthy,Do,Less,Home,Yes,Very safe,Other,Yes,Barack Obama,4-6 hours,By a Family member,Never,Never,Other,Would,Yes,No,Yes,Yes,No,Yes,No,Nothing,I'm not married
A3ULGE1X9TM2MY,623,Thalassery/Kerala/India,Male,31-35,Would not,I will go to heaven or hell,Proper diet,Sometimes,Music/Art,Bad,I do not,4,No,Married,TV,Somewhat Obedient,Immunity,Somewhat Strict,More Money,Some of my time,Somewhat pessimistic,3,Mom,Would,Oldest,I don't have a pet,Somewhat untrustworthy,Do not,Less,I don't feel completely safe anywhere,Yes,Very safe,Jewelry,Yes,Barack Obama,6-8 hours,With an Alarm clock,Seldom,Seldom,Other,Would not,No,Yes,Yes,Yes,No,Yes,I don't have a pet,Intelligence,21-30
A2FV8XMEXO2UX1,688,"Karur District, Tamilnadu, India",Male,21-25,Would not,My spirit will return to some universal entity,Exercise,Constantly,Exercise,Bad,I do,2,No,Single,Computer,Very Obedient,Intelligence,Exactly in the middle,More Money,Some of my time,Very pessimisitc,2,Dad,Would,Middle,I don't have a pet,Very trustworthy,Do,More,Home,Yes,Very safe,Photo album,No,Barack Obama,4-6 hours,With an Alarm clock,Seldom,Seldom,Flying,Would not,No,No,Yes,No,No,Yes,I don't have a pet,Intelligence,I'm not married
A2LL4JJJPB05VE,366,Indore,Male,26-30,Would not,Nothing. Game over.,Environment,Once in a while,Work,Good,I do,2,No,Single,Computer,A little of both,Nothing,Exactly in the middle,Nothing - I'm all good,Some of my time,Exactly in the middle,2,Mom,Would,Oldest,I don't have a pet,Somewhat trustworthy,Do,Less,Work,Yes,Very safe,Money,Yes,Barack Obama,6-8 hours,With an Alarm clock,Seldom,Seldom,Being unprepared for something,Would not,No,No,No,Yes,No,Yes,I don't have a pet,Intelligence,I'm not married
ASBE6BJAO2RTJ,696,Belgaum  karnataka india,Female,26-30,Would,I will be reincarnated,Exercise,Constantly,Exercise,Bad,I do not,4,Yes,Single,TV,A little of both,Intelligence,Somewhat Strict,More Money,Not much of my time,Exactly in the middle,3,Dad,Would,Middle,Mother or father,Somewhat trustworthy,Do not,Less,Home,Yes,Very safe,Other,No,Barack Obama,6-8 hours,With an Alarm clock,Often,Seldom,Other,Would,No,No,No,No,Yes,No,Yes,Nothing,I'm not married
A2754BH897VNGR,1043,Madurai,Male,26-30,Would not,My spirit will return to some universal entity,Exercise,Sometimes,Family/friends,Bad,I do not,2,No,Single,TV,A little of both,Intelligence,Very Strict,More Money,Some of my time,Exactly in the middle,5+,Mom,Would not,Middle,Owner/master,Somewhat untrustworthy,Do,More,Work,No,Somewhat safe,Money,No,Barack Obama,6-8 hours,By a Family member,Often,Seldom,Being unprepared for something,Would not,Yes,No,Yes,No,No,Yes,I don't have a pet,Looks,I'm not married
AEYLKFI5PYX9G,460,Chennai,Female,21-25,Would,My spirit will return to some universal entity,Environment,Never,Music/Art,Bad,I do,2,Yes,Single,SmartPhone,Somewhat Independent,Intelligence,Somewhat Strict,Better job,Some of my time,Exactly in the middle,5+,Dad,Would,Youngest,I don't have a pet,Neither trustworthy or untrustworthy,Do,The same,Home,No,Very scary,Money,No,Barack Obama,More than 8 hours,Naturally,Often,Often,Other,Would,Yes,Yes,No,No,No,Yes,No,Nothing,I'm not married
A3INC3A718LL96,1079,"Ramanathapuram, Tamilnadu/India",Male,26-30,Would,I will go to heaven or hell,Exercise,Sometimes,Work,Bad,I do,2,No,Married,TV,A little of both,Intelligence,Somewhat Strict,Better health,Not much of my time,Exactly in the middle,3,Dad,Would,Oldest,I don't have a pet,Neither trustworthy or untrustworthy,Do,Less,Home,Yes,Very safe,Money,No,Mitt Romney,6-8 hours,By a Family member,Seldom,Seldom,Other,Would not,No,No,Yes,No,No,Yes,I don't have a pet,Nothing,21-30
A39ZQZ2T5Z7JSB,635,"coimbatore, tamilnadu, india",Male,46-50,Would,Nothing. Game over.,Proper diet,Constantly,Exercise,Bad,I do not,1,No,Married,Newspapers/Magazines,Somewhat Obedient,Intelligence,Somewhat Strict,Better health,Some of my time,Somewhat pessimistic,1,Dad,Would,Middle,I don't have a pet,Somewhat trustworthy,Do not,More,Home,Yes,Somewhat safe,Money,No,Barack Obama,6-8 hours,Naturally,Seldom,Never,Other,Would not,No,No,Yes,No,No,Yes,I don't have a pet,Intelligence,21-30
A316O7OVFNGGHM,849,Chennai,Female,26-30,Would,I will go to heaven or hell,Religion,Sometimes,Prayer,Bad,I do,2,No,Married,TV,Somewhat Independent,Immunity,Somewhat Lenient,Better job,Some of my time,Very optimistic,2,Dad,Would,I don't have siblings,Owner/master,Somewhat trustworthy,Do,More,Church/Temple/Mosque,Yes,Neither safe nor scary,Other,No,Mitt Romney,4-6 hours,Naturally,Often,Often,Other,Would not,No,No,No,No,No,Yes,I don't have a pet,Nothing,21-30
A3T9DOB6B1VSHR,380,Bangalore,Male,21-25,Would,I will go to heaven or hell,Exercise,Constantly,Music/Art,Bad,I do,4,Yes,Single,Computer,Very Independent,Nothing,Somewhat Lenient,Better job,Not much of my time,Exactly in the middle,2,Both about equally,Would,Youngest,I don't have a pet,Somewhat trustworthy,Do,Less,Church/Temple/Mosque,Yes,Neither safe nor scary,Other,No,Barack Obama,4-6 hours,With an Alarm clock,Often,Often,Flying,Would,No,No,Yes,No,Yes,Yes,No,Intelligence,21-30
A12YJSRC001E5M,257,Kottayam,Male,31-35,Would,Nothing. Game over.,Proper diet,Once in a while,Work,Bad,I do,3,No,Married,SmartPhone,Somewhat Independent,Intelligence,Somewhat Lenient,Better health,Some of my time,Somewhat pessimistic,3,Mom,Would not,Youngest,I don't have a pet,Somewhat untrustworthy,Do not,The same,Home,No,Somewhat safe,Jewelry,No,Barack Obama,4-6 hours,With an Alarm clock,Seldom,Never,Being unprepared for something,Would not,No,Yes,No,No,Yes,No,I don't have a pet,Personality,21-30
A3OMXYS6JX2X0N,785,Coimbatore,Female,26-30,Would not,Nothing. Game over.,Environment,Sometimes,Family/friends,Bad,I do,1,No,Married,TV,Somewhat Independent,Intelligence,Very Strict,Better job,None of my time,Exactly in the middle,3,Both about equally,Would,Youngest,I don't have a pet,Neither trustworthy or untrustworthy,Do,The same,Home,Yes,Somewhat safe,Other,No,Barack Obama,6-8 hours,Naturally,Never,Never,Being unprepared for something,Would not,No,Yes,No,No,Yes,Yes,I don't have a pet,Nothing,21-30
A16FCCF39HISST,1227,Madurai,Female,31-35,Would,I will go to heaven or hell,Exercise,Constantly,Work,Good,I do,3,No,Married,Computer,Very Obedient,Intelligence,Very Strict,Better job,Most of my time,Somewhat pessimistic,2,Mom,Would,Oldest,I don't have a pet,Very untrustworthy,Do not,Less,Home,Yes,Very scary,Jewelry,No,Barack Obama,6-8 hours,With an Alarm clock,Often,Often,Flying,Would,Yes,Yes,Yes,No,No,Yes,No,Intelligence,21-30
A2ARBAPQDHNJ89,712,Kasaragod and kerala,Female,26-30,Would not,I will go to heaven or hell,Religion,Constantly,Prayer,Bad,I do,4,No,Single,Computer,Very Obedient,Nothing,Exactly in the middle,Nothing - I'm all good,Not much of my time,Exactly in the middle,5+,Both about equally,Would,Middle,I don't have a pet,Somewhat untrustworthy,Do,More,Church/Temple/Mosque,Yes,Neither safe nor scary,Other,No,Mitt Romney,6-8 hours,With an Alarm clock,Seldom,Never,Other,Would not,No,No,No,No,No,Yes,No,Nothing,I'm not married
AJSCDB6D8I5M,529,Puducherry,Male,21-25,Would,Nothing. Game over.,Exercise,Never,Prayer,Bad,I do,4,Yes,Married,Computer,A little of both,Intelligence,Somewhat Strict,Better health,Not much of my time,Exactly in the middle,2,Both about equally,Would,Middle,Playmate,Neither trustworthy or untrustworthy,Do,More,Work,Yes,Neither safe nor scary,Photo album,Yes,Barack Obama,4-6 hours,Naturally,Often,Seldom,Flying,Would,Yes,No,Yes,No,No,Yes,Yes,Intelligence,21-30
A3FPQGM967TJER,447,Kochi ,Female,26-30,Would,I will be reincarnated,Environment,Sometimes,Prayer,Bad,I do,3,No,Married,Computer,A little of both,Intelligence,Exactly in the middle,Better job,Some of my time,Exactly in the middle,2,Both about equally,Would,Oldest,I don't have a pet,Somewhat trustworthy,Do,The same,Home,Yes,Somewhat safe,Jewelry,No,Mitt Romney,6-8 hours,Naturally,Never,Often,Being unprepared for something,Would not,No,No,No,No,No,Yes,I don't have a pet,Nothing,21-30
A9474NX3WMVGJ,457,Kozhikode,Male,Under 20,Would,My spirit will return to some universal entity,Exercise,Sometimes,Music/Art,Bad,I do,2,No,Single,TV,A little of both,Intelligence,Exactly in the middle,Better health,Some of my time,Exactly in the middle,2,Mom,Would,Youngest,I don't have a pet,Somewhat trustworthy,Do,The same,Home,Yes,Somewhat safe,Money,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Other,Would not,No,No,Yes,No,No,Yes,I don't have a pet,Personality,I'm not married
A12311LQR670U9,891,kolktt westbengl   indi,Male,31-35,Would,My spirit will return to some universal entity,Environment,Constantly,Music/Art,Bad,I do,3,No,Married,Computer,Very Independent,Nothing,Somewhat Strict,Better job,Most of my time,Somewhat pessimistic,4,Dad,Would,Youngest,Mother or father,Somewhat untrustworthy,Do,More,Home,Yes,Very scary,Electronics,No,Mitt Romney,4-6 hours,With an Alarm clock,Seldom,Often,Other,Would,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nothing,21-30
A11RF5IYJQL5B,516,Chennai,Male,36-40,Would,I will go to heaven or hell,Proper diet,Constantly,Music/Art,Bad,I do,2,Yes,Married,Computer,Very Obedient,Intelligence,Very Strict,Better health,Most of my time,Somewhat pessimistic,4,Mom,Would,Middle,Mother or father,Very untrustworthy,Do,The same,Home,Yes,Somewhat scary,Jewelry,No,Mitt Romney,4-6 hours,With an Alarm clock,Seldom,Often,Falling,Would,Yes,No,Yes,Yes,Yes,Yes,I don't have a pet,Nothing,21-30
A16JJ7OG6F6J7A,510,Chennai,Male,26-30,Would,Nothing. Game over.,Exercise,Sometimes,Work,Bad,I do not,3,No,Married,Computer,A little of both,Intelligence,Exactly in the middle,Better job,Some of my time,Somewhat pessimistic,2,Mom,Would not,Middle,I don't have a pet,Neither trustworthy or untrustworthy,Do not,More,I don't feel completely safe anywhere,Yes,Very safe,Jewelry,No,Barack Obama,6-8 hours,By a Family member,Seldom,Seldom,Being chased,Would not,Yes,No,Yes,No,Yes,Yes,I don't have a pet,Looks,21-30
A2SVLL1TUHDKES,315,Tiruchirapalli,Male,36-40,Would,I will go to heaven or hell,Exercise,Constantly,Music/Art,Good,I do,2,No,Married,Computer,Very Obedient,Intelligence,Very Strict,More Money,All my time,Very optimistic,1,Both about equally,Would,Youngest,I don't have a pet,Very trustworthy,Do,More,Home,Yes,Very safe,Other,No,Barack Obama,4-6 hours,Naturally,Often,Often,Flying,Would not,Yes,Yes,Yes,No,No,No,No,Intelligence,31-40
A2C323NJ62BNRS,406,Kollam,Male,21-25,Would,I will go to heaven or hell,Proper diet,Constantly,Music/Art,Bad,I do,2,No,Single,TV,A little of both,Intelligence,Very Strict,Better job,Some of my time,Very optimistic,2,Dad,Would,Middle,Playmate,Very trustworthy,Do,Less,Home,Yes,Very scary,Jewelry,No,Barack Obama,6-8 hours,By a Family member,Seldom,Seldom,Flying,Would not,No,No,No,Yes,No,No,No,Personality,21-30
